timestamp_utc,annotator,pair_key,id_query,id_dataset,main_resource,scope,supporting_field,quote,reason,relevance,notes
2026-09-07T15:39:26.994261+00:00,humano_2,49||a02002834-calendario-de-ferias-y-exposiciones-en-aragon-20181,49,a02002834-calendario-de-ferias-y-exposiciones-en-aragon-20181,calendario laboral,,,,unrelated,false,
2026-09-07T15:39:42.223029+00:00,humano_2,16||l01280148-consumo-agua-centros-publicos-municipales-20161,16,l01280148-consumo-agua-centros-publicos-municipales-20161,agua,,title,Consumo agua,direct_match,true,
2026-09-07T15:39:46.189350+00:00,humano_2,86||a17002943-transportistas-de-ganado1,86,a17002943-transportistas-de-ganado1,agricultura,,,,unrelated,false,
2026-09-07T15:39:49.983923+00:00,humano_2,63||l01140044-gestion-de-residuos-epremasa1,63,l01140044-gestion-de-residuos-epremasa1,pib,,,,unrelated,false,
2026-09-07T15:39:57.694458+00:00,humano_2,73||l01140327-hogares-segun-su-tamano1,73,l01140327-hogares-segun-su-tamano1,hoteles,,,,generic,false,
2026-09-07T15:40:03.251310+00:00,humano_2,101||contratos-2023,101,contratos-2023,contratos,,title,Contratos 2023,direct_match,true,
2026-09-07T15:40:13.711464+00:00,humano_2,37||l01140673-consumo-electrico-municipal,37,l01140673-consumo-electrico-municipal,energia,,title,Consumo eléctrico,direct_match,true,
2026-09-07T15:40:19.319220+00:00,humano_2,57||l01360577-centros-de-dia-de-vigo1,57,l01360577-centros-de-dia-de-vigo1,festivos,,,,unrelated,false,
2026-09-07T15:40:29.696963+00:00,humano_2,121||u01200001-estudiantes-matriculados-grado-2023-2024,121,u01200001-estudiantes-matriculados-grado-2023-2024,matriculaciones,,title,Estudiantes matriculados Grado,subtype,true,
2026-09-07T15:40:39.690547+00:00,humano_2,58||l01280148-criminalidad-2016,58,l01280148-criminalidad-2016,delitos,,title,Criminalidad,subtype,true,
2026-09-07T15:40:44.162922+00:00,humano_2,65||ordenes_mantenimiento_alumbrado_historico,65,ordenes_mantenimiento_alumbrado_historico,calendario,,,,unrelated,false,
2026-09-07T15:40:53.432312+00:00,humano_2,13||l01140109-gestion-de-residuos-epremasa1,13,l01140109-gestion-de-residuos-epremasa1,codigos postales,,,,unrelated,false,
2026-09-07T15:41:34.379744+00:00,humano_2,42||a05003423-resultados-de-elecciones-al-senado-segun-candidaturas-canarias-hasta-escala-de-municipios-elecciones-de-23-de-julio-de-2023-datos-provisionales,42,a05003423-resultados-de-elecciones-al-senado-segun-candidaturas-canarias-hasta-escala-de-municipios-elecciones-de-23-de-julio-de-2023-datos-provisionales,elecciones,,title,Resultados de elecciones,direct_match,true,
2026-09-07T15:41:39.704911+00:00,humano_2,109||a06004074-catastro-titulares,109,a06004074-catastro-titulares,defunciones,,,,unrelated,false,
2026-09-07T15:41:44.794342+00:00,humano_2,51||l01030092-gimnasios,51,l01030092-gimnasios,paro,,,,unrelated,false,
2026-09-07T15:41:55.108914+00:00,humano_2,34||a07002862-consumo-gasoil-en-centros-de-educacion-sanidad-y-cultura-de-la-administracion-autonomica-de-castilla-y-leon1,34,a07002862-consumo-gasoil-en-centros-de-educacion-sanidad-y-cultura-de-la-administracion-autonomica-de-castilla-y-leon1,instaladores gas,,,,unrelated,false,
2026-09-07T15:42:04.574588+00:00,humano_2,68||l01080193-relacion-de-contratistas-del-ayuntamiento-de-barcelona-y-entidades-municipales,68,l01080193-relacion-de-contratistas-del-ayuntamiento-de-barcelona-y-entidades-municipales,ayuntamientos,,title,Relación de contratistas del Ayuntamiento de Barcelona,subtype,true,
2026-09-07T15:42:21.646469+00:00,humano_2,64||l03380010-centros-sanitarios1,64,l03380010-centros-sanitarios1,farmacias,,title,centros sanitarios,subtype,true,
2026-09-07T15:42:27.275472+00:00,humano_2,139||l01360577-areas-comerciales-puntos-de-interes-turistico1,139,l01360577-areas-comerciales-puntos-de-interes-turistico1,arqueologia,,,,unrelated,false,
2026-09-07T15:42:33.602246+00:00,humano_2,55||l01280148-directorio-unidades-administrativas-dir-31,55,l01280148-directorio-unidades-administrativas-dir-31,dgt,,,,unrelated,false,
2026-09-07T15:42:42.429818+00:00,humano_2,40||incidencias_via_publica_resueltas,40,incidencias_via_publica_resueltas,transporte,,,,unrelated,false,
2026-09-07T15:42:47.133054+00:00,humano_2,51||ordenes_mantenimiento_alumbrado_historico,51,ordenes_mantenimiento_alumbrado_historico,paro,,,,unrelated,false,
2026-09-07T15:42:50.781245+00:00,humano_2,32||l01140636-gestion-de-residuos-epremasa1,32,l01140636-gestion-de-residuos-epremasa1,gas,,,,unrelated,false,
2026-09-07T15:42:57.896743+00:00,humano_2,40||l01080193-tipos-de-vehiculos-en-las-denuncias-y-sanciones-de-trafico-tramitadas-por-el-institut-municipal-dhisenda-del-ayuntamiento-de-barcelona,40,l01080193-tipos-de-vehiculos-en-las-denuncias-y-sanciones-de-trafico-tramitadas-por-el-institut-municipal-dhisenda-del-ayuntamiento-de-barcelona,transporte,,title,Tipos de vehículos,subtype,true,
2026-09-07T15:43:17.924968+00:00,humano_2,31||ea0042926-categorizacion-con-los-criterios-de-los-ods-de-la-nueva-actividad-directa-del-instituto-de-credito-oficial,31,ea0042926-categorizacion-con-los-criterios-de-los-ods-de-la-nueva-actividad-directa-del-instituto-de-credito-oficial,clima,,description,Acción por el clima,subtype,true,
2026-09-07T15:43:41.189202+00:00,humano_2,100||demografia-extranjeros,100,demografia-extranjeros,inmigracion,,title,Personas extranjeras,direct_match,true,
2026-09-07T15:43:45.273183+00:00,humano_2,62||l01140155-gestion-de-residuos-epremasa1,62,l01140155-gestion-de-residuos-epremasa1,embalses,,,,unrelated,false,
2026-09-07T15:43:53.292410+00:00,humano_2,62||l01140713-gestion-de-residuos-epremasa1,62,l01140713-gestion-de-residuos-epremasa1,embalses,,,,unrelated,false,
2026-09-07T15:44:06.532266+00:00,humano_2,76||a05003423-poblacion-de-16-y-mas-anos-segun-estado-de-salud-mental-y-relacion-con-la-actividad-canarias-2021,76,a05003423-poblacion-de-16-y-mas-anos-segun-estado-de-salud-mental-y-relacion-con-la-actividad-canarias-2021,salud mental,,title,estado de salud mental,subtype,true,
2026-09-07T15:44:15.981268+00:00,humano_2,74||a04027063-indice-de-precios-en-alojamientos-de-turismo-rural-segun-tarifa-illes-balears-y-mes,74,a04027063-indice-de-precios-en-alojamientos-de-turismo-rural-segun-tarifa-illes-balears-y-mes,precio,,title,Índex de preus,subtype,true,
2026-09-07T15:44:23.528639+00:00,humano_2,26||a05003423-accidentes-de-trabajo-con-baja-segun-sectores-economicos-y-lugares-del-accidente-canarias-y-anos,26,a05003423-accidentes-de-trabajo-con-baja-segun-sectores-economicos-y-lugares-del-accidente-canarias-y-anos,accidentes,,title,Accidentes de trabajo,subtype,true,
2026-09-07T15:44:36.176008+00:00,humano_2,48||l03380011-intensidad-media-diaria-imd-de-trafico-de-tenerife,48,l03380011-intensidad-media-diaria-imd-de-trafico-de-tenerife,carreteras,,description,tráfico en la red de carreteras,subtype,true,
2026-09-07T15:44:59.676556+00:00,humano_2,72||a06004074-juegos-de-azar,72,a06004074-juegos-de-azar,faros,,,,unrelated,false,
2026-09-07T15:45:09.494823+00:00,humano_2,103||servicios-cultura,103,servicios-cultura,bienes de interes cultural,,title,Equipamientos culturales,subtype,true,
2026-09-07T15:45:16.540004+00:00,humano_2,142||u01200001-estudiantes-matriculados-por-nacionalidad-grado-2020-2021,142,u01200001-estudiantes-matriculados-por-nacionalidad-grado-2020-2021,estudiantes,,title,Estudiantes matriculados,direct_match,true,
2026-09-07T15:45:24.102200+00:00,humano_2,80||servicios-deporte,80,servicios-deporte,deporte,,title,Equipamientos deportivos,direct_match,true,
2026-09-07T15:45:29.790268+00:00,humano_2,133||bibliotecas-publicas-de-la-c-a-de-eukadi-segun-territorio-historico,133,bibliotecas-publicas-de-la-c-a-de-eukadi-segun-territorio-historico,bibliotecas,,title,Bibliotecas públicas,direct_match,true,
2026-09-07T15:45:33.551588+00:00,humano_2,64||a04003003-zonas-interes-minero1,64,a04003003-zonas-interes-minero1,farmacias,,,,unrelated,false,
2026-09-08T08:47:18.803839+00:00,humano_2,6||turismo-casas-rurales,6,turismo-casas-rurales,turismo,,title,turísticas,subtype,true,
2026-09-08T08:47:28.781612+00:00,humano_2,133||l01280796-bibliotecas-especializadas-prestamos-activos1,133,l01280796-bibliotecas-especializadas-prestamos-activos1,bibliotecas,,title,Bibliotecas,direct_match,true,
2026-09-08T08:47:38.942181+00:00,humano_2,113||ea0042931-mercado-minorista-de-electricidad-2021t4,113,ea0042931-mercado-minorista-de-electricidad-2021t4,electricidad,,title,Mercado minorista de electricidad,direct_match,true,
2026-09-08T08:47:57.417849+00:00,humano_2,64||a05003423-poblacion-total-segun-tipos-de-medicamentos-consumo-de-medicamentos-y-automedicacion-en-las-ultimas-2-semanas-canarias-2004,64,a05003423-poblacion-total-segun-tipos-de-medicamentos-consumo-de-medicamentos-y-automedicacion-en-las-ultimas-2-semanas-canarias-2004,farmacias,,,,generic,false,
2026-09-08T08:48:02.921771+00:00,humano_2,150||l01280148-subvenciones-convocatorias,150,l01280148-subvenciones-convocatorias,ayudas,,title,Subvenciones,direct_match,true,
2026-09-08T08:48:15.447865+00:00,humano_2,104||ea0010587-indices-nacionales-de-grupos-especiales-ipc-identificador-api-76130,104,ea0010587-indices-nacionales-de-grupos-especiales-ipc-identificador-api-76130,ipc,,title,IPC,direct_match,true,
2026-09-08T08:48:21.031954+00:00,humano_2,90||a06004074-directorio-central-de-empresas-dirce,90,a06004074-directorio-central-de-empresas-dirce,restaurantes,,,,unrelated,false,
2026-09-08T08:48:26.939888+00:00,humano_2,10||l01330045-poblacion-total,10,l01330045-poblacion-total,poblacion,,title,Población,direct_match,true,
2026-09-08T08:48:50.664816+00:00,humano_2,112||l01080193-dimensiones-de-los-conjuntos-de-datos-del-padron-municipal-de-habitantes-de-la-ciudad-de-barcelona,112,l01080193-dimensiones-de-los-conjuntos-de-datos-del-padron-municipal-de-habitantes-de-la-ciudad-de-barcelona,barrios,,,,generic,false,Barcelona es ciudad no barrio (?)
2026-09-08T08:48:54.982093+00:00,humano_2,102||l01140207-gestion-de-residuos-epremasa1,102,l01140207-gestion-de-residuos-epremasa1,renfe,,,,unrelated,false,
2026-09-08T08:49:29.796322+00:00,humano_2,48||a17002943-vehiculos-para-transporte-de-ganado1,48,a17002943-vehiculos-para-transporte-de-ganado1,carreteras,,,,unrelated,false,"a mi me parece que están medio relacionados pero no, no se"
2026-09-08T08:49:35.038779+00:00,humano_2,102||ea0003337-puntos-de-venta-internacionales1,102,ea0003337-puntos-de-venta-internacionales1,renfe,,,,unrelated,false,
2026-09-08T08:49:44.180245+00:00,humano_2,18||l01280066-reservas-de-estacionamiento-para-personas-con-movilidad-reducida,18,l01280066-reservas-de-estacionamiento-para-personas-con-movilidad-reducida,trafico,,,,generic,false,
2026-09-08T08:50:21.212742+00:00,humano_2,150||a05003423-poblacion-de-6-y-mas-anos-con-limitacion-de-la-actividad-diaria-que-necesita-ayuda-o-cuidados-de-otras-personas-segun-recepcion-de-la-ayuda-necesitada-grandes-comarcas-de-canarias-2018,150,a05003423-poblacion-de-6-y-mas-anos-con-limitacion-de-la-actividad-diaria-que-necesita-ayuda-o-cuidados-de-otras-personas-segun-recepcion-de-la-ayuda-necesitada-grandes-comarcas-de-canarias-2018,ayudas,,title,necesita ayuda o cuidados,subtype,true,"más o menos porque ayudas puede ser de subvenciones o de ayudas tal cual, es raro"
2026-09-08T08:50:27.575219+00:00,humano_2,16||l01140575-consumo-de-agua1,16,l01140575-consumo-de-agua1,agua,,title,Consumo de agua,direct_match,true,
2026-09-08T08:50:42.471784+00:00,humano_2,116||turismo-activo,116,turismo-activo,cultura,,,,generic,false,
2026-09-08T08:50:53.286118+00:00,humano_2,76||a08002880-residencias-comunitarias-incluidas-en-la-red-de-salud-mental-de-castilla-la-mancha,76,a08002880-residencias-comunitarias-incluidas-en-la-red-de-salud-mental-de-castilla-la-mancha,salud mental,,title,Salud Mental,subtype,true,
2026-09-08T08:51:25.937183+00:00,humano_2,135||a19002898-tramitacion,135,a19002898-tramitacion,justicia,,content,sanciones,subtype,true,no me deja poner la quote bien
2026-09-08T08:51:34.649869+00:00,humano_2,31||a05003423-clasificacion-de-los-principales-factores-de-clima-empresarial-istac-cl_encuestas_factores_clima_empresarial,31,a05003423-clasificacion-de-los-principales-factores-de-clima-empresarial-istac-cl_encuestas_factores_clima_empresarial,clima,,,,unrelated,false,
2026-09-08T08:51:41.628438+00:00,humano_2,19||presupuesto-ingresos-2018,19,presupuesto-ingresos-2018,presupuestos,,title,Presupuesto,direct_match,true,
2026-09-08T08:51:48.710959+00:00,humano_2,10||l01140608-poblacion1,10,l01140608-poblacion1,poblacion,,title,Población,direct_match,true,
2026-09-08T08:51:56.141626+00:00,humano_2,127||registro-de-fundaciones-de-la-comunidad-autonoma-de-la-region-de-murcia,127,registro-de-fundaciones-de-la-comunidad-autonoma-de-la-region-de-murcia,fundaciones,,title,Fundaciones,direct_match,true,
2026-09-08T08:52:10.675818+00:00,humano_2,126||praias-galegas-con-bandeira-azul-2019,126,praias-galegas-con-bandeira-azul-2019,banderas azules,,title,Playas gallegas con bandera azul,direct_match,true,
2026-09-08T08:57:08.192141+00:00,humano_2,150||l01280148-subvenciones-2024,150,l01280148-subvenciones-2024,ayudas,,title,Subvenciones,direct_match,true,
2026-09-08T08:57:19.930733+00:00,humano_2,5||a05003423-poblacion-de-16-y-mas-anos-en-viviendas-familiares-no-ocupada-que-cursa-estudios-y-no-estudia-en-su-domicilio-ni-en-varios-municipios-segun-medios-de-desplazamiento-sexos-y-numero-de-viajes-municipios-por-islas-1-11-2001,5,a05003423-poblacion-de-16-y-mas-anos-en-viviendas-familiares-no-ocupada-que-cursa-estudios-y-no-estudia-en-su-domicilio-ni-en-varios-municipios-segun-medios-de-desplazamiento-sexos-y-numero-de-viajes-municipios-por-islas-1-11-2001,municipios,municipios,title,municipios,subtype,true,
2026-09-08T08:57:23.475008+00:00,humano_2,131||a04003003-caudal-agua-depurada-abaqua1,131,a04003003-caudal-agua-depurada-abaqua1,playas,,,,unrelated,false,
2026-09-08T08:57:31.802895+00:00,humano_2,84||l01280148-eso-centros-concertados-unidades-2010-20171,84,l01280148-eso-centros-concertados-unidades-2010-20171,cnae,,,,unrelated,false,
2026-09-08T08:57:38.795248+00:00,humano_2,17||coches-de-alquiler,17,coches-de-alquiler,alquiler,,title,Coches de Alquiler,subtype,true,
2026-09-08T08:57:45.915932+00:00,humano_2,83||organizaciones-empresariales,83,organizaciones-empresariales,cooperativas,,title,Organizaciones empresariales,direct_match,true,
2026-09-08T08:57:59.256416+00:00,humano_2,98||a04003003-equipamiento-sanitario,98,a04003003-equipamiento-sanitario,centros de salud,,title,Equipamiento sanitario,subtype,true,
2026-09-08T08:58:07.459638+00:00,humano_2,1||a06004074-poblacion-reclusa,1,a06004074-poblacion-reclusa,aulas hospitalarias andalucia,,,,unrelated,false,
2026-09-08T08:58:21.781983+00:00,humano_2,48||l01080193-inventario-de-los-separadores-de-carriles-bici-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona,48,l01080193-inventario-de-los-separadores-de-carriles-bici-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona,carreteras,,title,carriles bici de la red de infraestructuras,subtype,true,
2026-09-08T08:58:30.787424+00:00,humano_2,95||i00000687-contratos-por-procedimiento-con-negociado-con-publicidad1,95,i00000687-contratos-por-procedimiento-con-negociado-con-publicidad1,ventas,,title,Contratos,subtype,true,
2026-09-08T08:58:40.964719+00:00,humano_2,25||a01002820-centros-educativos-bilingues-en-andalucia,25,a01002820-centros-educativos-bilingues-en-andalucia,centros educativos,,title,Centros educativo,direct_match,true,
2026-09-08T08:58:51.522536+00:00,humano_2,54||l01140288-gestion-de-residuos-epremasa1,54,l01140288-gestion-de-residuos-epremasa1,residuos,,title,Gestión de residuos,direct_match,true,
2026-09-08T08:59:26.211434+00:00,humano_2,4||registro_sociedades_laborales,4,registro_sociedades_laborales,empresas,,description,sociedades laborales,direct_match,true,"creo que sociedades laborales  son empresas, no sé"
2026-09-08T08:59:36.955260+00:00,humano_2,118||a05003423-poblacion-de-16-y-mas-anos-que-ha-sido-atendida-en-un-hospital-de-dia-en-los-ultimos-12-meses-segun-calidad-de-la-atencion-recibida-en-los-hospitales-de-dia-publicos-o-concertados-y-grupos-de-edad-canarias-2021,118,a05003423-poblacion-de-16-y-mas-anos-que-ha-sido-atendida-en-un-hospital-de-dia-en-los-ultimos-12-meses-segun-calidad-de-la-atencion-recibida-en-los-hospitales-de-dia-publicos-o-concertados-y-grupos-de-edad-canarias-2021,hospitales,,title,Población de 16 y más años que ha sido atendida en un hospital de día,subtype,true,
2026-09-08T09:00:31.435959+00:00,humano_2,103||i00000687-bienes-e-inmuebles1,103,i00000687-bienes-e-inmuebles1,bienes de interes cultural,,,,unrelated,false,si son bienes e inmuebles en propiedad del Parlamento de canaria supongo que son culturales proque es del tal
2026-09-08T09:00:47.020740+00:00,humano_2,22||l01280148-registro-de-entrada-unidades-administrativas-2010,22,l01280148-registro-de-entrada-unidades-administrativas-2010,provincias,provincias,title,Unidades administrativas,subtype,true,
2026-09-08T09:01:20.083575+00:00,humano_2,38||a06004074-relieve,38,a06004074-relieve,catastro,,,,unrelated,false,
2026-09-08T09:06:54.076439+00:00,humano_2,31||101017,31,101017,clima,,title,Días de nieve,subtype,true,
2026-09-08T09:06:58.272843+00:00,humano_2,41||l01030092-bajas-en-padron,41,l01030092-bajas-en-padron,aemet,,,,unrelated,false,
2026-09-08T09:07:05.965110+00:00,humano_2,135||l01280148-bienestar-social-asesoria-juridica-edades-de-los-usuarios-atendidos-2016,135,l01280148-bienestar-social-asesoria-juridica-edades-de-los-usuarios-atendidos-2016,justicia,,title,Asesoría Jurídica,subtype,true,
2026-09-08T09:07:19.350624+00:00,humano_2,15||l01140410-flota-de-vehiculos-municipales1,15,l01140410-flota-de-vehiculos-municipales1,vehiculos,,title,vehículos municipales,direct_match,true,
2026-09-08T09:07:25.571560+00:00,humano_2,116||l02000006-centros-culturales-de-la-provincia-de-badajoz,116,l02000006-centros-culturales-de-la-provincia-de-badajoz,cultura,,title,Centros Culturales,direct_match,true,
2026-09-08T09:07:30.497951+00:00,humano_2,150||l01140410-subvenciones1,150,l01140410-subvenciones1,ayudas,,title,Subvenciones,direct_match,true,
2026-09-08T09:07:35.450158+00:00,humano_2,57||l01030092-altas-en-padron,57,l01030092-altas-en-padron,festivos,,,,unrelated,false,
2026-09-08T09:07:46.382390+00:00,humano_2,13||l01290672-relacion-alfabetica-de-calles,13,l01290672-relacion-alfabetica-de-calles,codigos postales,,title,por código postal,subtype,true,
2026-09-08T09:07:52.922576+00:00,humano_2,73||ea0010587-hoteles-y-alojamientos-similares-grupo-551-cnae-2009-principales-empresas-por-desglose-de-la-cifra-de-negocios-segun-el-tipo-de-cliente-identificador-api-67509,73,ea0010587-hoteles-y-alojamientos-similares-grupo-551-cnae-2009-principales-empresas-por-desglose-de-la-cifra-de-negocios-segun-el-tipo-de-cliente-identificador-api-67509,hoteles,,title,Hoteles,direct_match,true,
2026-09-08T09:09:03.227307+00:00,humano_2,42||l01140713-elecciones1,42,l01140713-elecciones1,elecciones,,title,Elecciones,direct_match,true,
2026-09-08T09:09:09.988487+00:00,humano_2,103||a04003003-equipamiento-educativo,103,a04003003-equipamiento-educativo,bienes de interes cultural,,,,unrelated,false,
2026-09-08T09:09:18.708109+00:00,humano_2,142||e05073401-estudiantes-y-profesores-extranjeros-resultados-nacionales-numero-de-estudiantes-extranjeros-en-el-sistema-universitario-espanol-sue-incluidos-los-provenientes-por-programas-de-movilidad-por-tipo-y-modalidad-de-la-universidad-pais-de-nacionalidad-sexo-y-tipo-de-estudiante,142,e05073401-estudiantes-y-profesores-extranjeros-resultados-nacionales-numero-de-estudiantes-extranjeros-en-el-sistema-universitario-espanol-sue-incluidos-los-provenientes-por-programas-de-movilidad-por-tipo-y-modalidad-de-la-universidad-pais-de-nacionalidad-sexo-y-tipo-de-estudiante,estudiantes,,title,estudiantes extranjeros,direct_match,true,
2026-09-08T09:09:22.520148+00:00,humano_2,102||l01140713-gestion-de-residuos-epremasa1,102,l01140713-gestion-de-residuos-epremasa1,renfe,,,,unrelated,false,
2026-09-08T09:09:31.979190+00:00,humano_2,39||ea0010587-motivo-por-el-que-considera-que-no-encuentra-empleo-por-sexo-poblacion-de-16-y-mas-anos-con-discapacidad-que-esta-buscando-empleo-identificador-api-51886,39,ea0010587-motivo-por-el-que-considera-que-no-encuentra-empleo-por-sexo-poblacion-de-16-y-mas-anos-con-discapacidad-que-esta-buscando-empleo-identificador-api-51886,empleo,,title,no encuentra empleo,subtype,true,
2026-09-08T09:09:39.761719+00:00,humano_2,125||familias-por-decil-de-renta-familiar-de-la-c-a-de-euskadi-segun-territorio-historico-y-sexo-de-la-persona-perceptora-principal,125,familias-por-decil-de-renta-familiar-de-la-c-a-de-euskadi-segun-territorio-historico-y-sexo-de-la-persona-perceptora-principal,renta,,title,renta,direct_match,true,
2026-09-08T09:09:44.631990+00:00,humano_2,104||incidencias_via_publica_resueltas,104,incidencias_via_publica_resueltas,ipc,,,,unrelated,false,
2026-09-08T09:09:59.330186+00:00,humano_2,98||u01600001-listado-de-centros,98,u01600001-listado-de-centros,centros de salud,,,,unrelated,false,
2026-09-08T09:10:07.284905+00:00,humano_2,127||a03002951-registro-fundaciones-docentes-culturales-asturias,127,a03002951-registro-fundaciones-docentes-culturales-asturias,fundaciones,,title,fundaciones,subtype,true,
2026-09-08T09:10:20.551651+00:00,humano_2,46||oai-zaguan-unizar-es-95026,46,oai-zaguan-unizar-es-95026,calidad del aire,,title,air quality,direct_match,true,está en otro idoma
2026-09-08T09:10:33.126507+00:00,humano_2,95||l01280148-contratos-menores-2023,95,l01280148-contratos-menores-2023,ventas,,title,Contratos Menores,direct_match,true,
2026-09-08T09:10:41.234444+00:00,humano_2,57||a02002834-calendario-de-festivos-en-comunidad-de-aragon-20141,57,a02002834-calendario-de-festivos-en-comunidad-de-aragon-20141,festivos,,title,Calendario de festivos,direct_match,true,
2026-09-08T09:10:48.810592+00:00,humano_2,91||a05003423-conceptos-operacionales-de-la-estadistica-de-calidad-del-aire-en-canarias-istac-cso_e23041b,91,a05003423-conceptos-operacionales-de-la-estadistica-de-calidad-del-aire-en-canarias-istac-cso_e23041b,contaminacion,,title,Calidad del Aire,direct_match,true,
2026-09-08T09:10:58.849072+00:00,humano_2,42||a05003423-resultados-de-elecciones-municipales-segun-candidaturas-canarias-hasta-escala-de-secciones-electorales-elecciones-de-22-de-mayo-de-2011,42,a05003423-resultados-de-elecciones-municipales-segun-candidaturas-canarias-hasta-escala-de-secciones-electorales-elecciones-de-22-de-mayo-de-2011,elecciones,,title,Resultados de elecciones,direct_match,true,
2026-09-08T09:11:07.057212+00:00,humano_2,63||ea0010587-agenda-2030-ods-tasa-de-crecimiento-del-pib-generado-por-el-turismo-identificador-api-180-8,63,ea0010587-agenda-2030-ods-tasa-de-crecimiento-del-pib-generado-por-el-turismo-identificador-api-180-8,pib,,title,PIB,direct_match,true,
2026-09-08T09:11:12.415997+00:00,humano_2,141||l01080193-inventario-de-estacionamientos-reservados-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona1,141,l01080193-inventario-de-estacionamientos-reservados-de-la-red-de-infraestructuras-de-la-ciudad-de-barcelona1,curvas de nivel,,,,unrelated,false,
2026-09-08T09:11:20.911754+00:00,humano_2,80||l01280148-abonos-deportivos-3-trimestre-2017,80,l01280148-abonos-deportivos-3-trimestre-2017,deporte,,title,Abonos Deportivos,subtype,true,
2026-09-08T09:11:28.503245+00:00,humano_2,94||u01200001-estudiantes-matriculados-grado-2023-2024,94,u01200001-estudiantes-matriculados-grado-2023-2024,colegios,,title,Estudiantes matriculados,subtype,true,
2026-09-08T09:11:38.560578+00:00,humano_2,58||ea0010587-delitos-segun-sexo-cona-identificador-api-26022,58,ea0010587-delitos-segun-sexo-cona-identificador-api-26022,delitos,,title,Delitos,direct_match,true,
2026-09-08T09:11:46.368059+00:00,humano_2,47||l01280148-callejero-coordenadas-calles,47,l01280148-callejero-coordenadas-calles,callejero,,title,Callejero,direct_match,true,
2026-09-08T09:11:51.447616+00:00,humano_2,141||l03380010-zona-de-flujo-preferente-0006,141,l03380010-zona-de-flujo-preferente-0006,curvas de nivel,,,,unrelated,false,
2026-09-08T09:12:01.968805+00:00,humano_2,59||l01140364-adjudicatarios-de-obras1,59,l01140364-adjudicatarios-de-obras1,licitaciones,,description,adjudicatarios de licitaciones,direct_match,true,
2026-09-08T09:12:07.942232+00:00,humano_2,83||registro_cooperativas,83,registro_cooperativas,cooperativas,,title,Cooperativas,direct_match,true,
2026-09-08T09:12:13.673011+00:00,humano_2,104||a05003423-uso-de-ordenador-en-los-ultimos-3-meses-segun-frecuencias-de-uso-por-islas-de-canarias-2010,104,a05003423-uso-de-ordenador-en-los-ultimos-3-meses-segun-frecuencias-de-uso-por-islas-de-canarias-2010,ipc,,,,unrelated,false,
2026-09-08T09:12:47.513699+00:00,humano_2,39||a05003423-personal-de-la-empresa-ocupacion-y-formacion-en-tic-segun-agrupaciones-de-actividad-cnae-93-en-canarias-20061,39,a05003423-personal-de-la-empresa-ocupacion-y-formacion-en-tic-segun-agrupaciones-de-actividad-cnae-93-en-canarias-20061,empleo,,title,Ocupación,subtype,true,
2026-09-08T09:12:54.852552+00:00,humano_2,90||l01080193-listado-de-equipamientos-de-restaurantes-de-la-ciudad-de-barcelona,90,l01080193-listado-de-equipamientos-de-restaurantes-de-la-ciudad-de-barcelona,restaurantes,,title,equipamientos de restaurantes,subtype,true,
2026-09-08T09:13:06.672673+00:00,humano_2,68||l02000020-variaciones-en-el-padron-municipal-de-habitantes-del-ayuntamiento-de-mendaro-ayuntamiento-de-mendaro,68,l02000020-variaciones-en-el-padron-municipal-de-habitantes-del-ayuntamiento-de-mendaro-ayuntamiento-de-mendaro,ayuntamientos,,title,Habitantes del Ayuntamiento,subtype,true,
2026-09-08T09:13:14.359503+00:00,humano_2,24||u01600001-tesis-dirigidas-en-la-uc,24,u01600001-tesis-dirigidas-en-la-uc,universidades,,title,Tesis dirigidas en la UC,subtype,true,
2026-09-08T09:13:26.929688+00:00,humano_2,86||ea0010587-aprovechamiento-de-las-tierras-labradas-en-regadio-identificador-api-t01-p044-a2016-ccaa05-l0-0105-px,86,ea0010587-aprovechamiento-de-las-tierras-labradas-en-regadio-identificador-api-t01-p044-a2016-ccaa05-l0-0105-px,agricultura,,title,Aprovechamiento de las tierras labrada,direct_match,true,
2026-09-08T09:13:36.945552+00:00,humano_2,80||l01280148-cursillos-deportivos-1-trimestre-20181,80,l01280148-cursillos-deportivos-1-trimestre-20181,deporte,,title,Cursillos Deportivos,direct_match,true,
2026-09-08T09:13:43.861898+00:00,humano_2,42||a05003423-resultados-de-elecciones-al-senado-segun-candidaturas-canarias-hasta-escala-de-municipios-elecciones-de-9-de-marzo-de-2008,42,a05003423-resultados-de-elecciones-al-senado-segun-candidaturas-canarias-hasta-escala-de-municipios-elecciones-de-9-de-marzo-de-2008,elecciones,,title,Resultados de elecciones,direct_match,true,
2026-09-08T09:13:51.608587+00:00,humano_2,109||ea0010587-defunciones-por-causas-lista-reducida-sexo-y-nacionalidad-ecm-identificador-api-t15-p417-a2007-l0-01002b-px,109,ea0010587-defunciones-por-causas-lista-reducida-sexo-y-nacionalidad-ecm-identificador-api-t15-p417-a2007-l0-01002b-px,defunciones,,title,Defunciones,direct_match,true,
2026-09-08T09:13:59.548624+00:00,humano_2,1||institutos-lorca,1,institutos-lorca,aulas hospitalarias andalucia,,,,unrelated,false,
